profile,Meta,Isolate,log_odds,p,padj,Name,full
K11017,128,127,-2.418981111061347,4.043138378567778e-68,5.668543393019997e-68,hemolysin activation/secretion protein,hemolysin activation/secretion protein - K11017
PF14492,60,60,-2.4191307960968738,4.1335676175829336e-33,5.449646751217454e-33,"Elongation Factor G, domain III","Elongation Factor G, domain III - PF14492"
K01971,197,194,-2.419187484399715,5.520133698114359e-103,9.78231760798185e-103,bifunctional non-homologous end joining protein LigD [EC:6.5.1.1],bifunctional non-homologous end joining protein LigD [EC:6.5.1.1] - K01971
K00248,1001,905,-2.4192293498352915,0,0,butyryl-CoA dehydrogenase [EC:1.3.8.1],butyryl-CoA dehydrogenase [EC:1.3.8.1] - K00248
PF04717,245,240,-2.419235620398789,7.509882624136995e-127,2.446768209799473e-126,Type VI secretion system/phage-baseplate injector OB domain,Type VI secretion system/phage-baseplate injector OB domain - PF04717
PF12615,61,61,-2.4192443634383927,1.230528243569036e-33,1.6315736928144238e-33,F sex factor protein N terminal,F sex factor protein N terminal - PF12615
K03322,223,219,-2.4193219362077847,5.733644764520931e-116,1.083959719921511e-115,manganese transport protein,manganese transport protein - K03322
K07672,1989,1634,-2.41942572406679,0,0,"two-component system, OmpR family, response regulator TrcR","two-component system, OmpR family, response regulator TrcR - K07672"
K13299,63,63,-2.419471544402509,1.0906149188318307e-34,1.2177925336699684e-34,glutathione S-transferase kappa 1 [EC:2.5.1.18],glutathione S-transferase kappa 1 [EC:2.5.1.18] - K13299
K01048,693,647,-2.419491749597671,0,0,lysophospholipase [EC:3.1.1.5],lysophospholipase [EC:3.1.1.5] - K01048
K04063,171,169,-2.419883365146465,5.041810154085549e-90,8.254130517051463e-90,lipoyl-dependent peroxiredoxin [EC:1.11.1.28],lipoyl-dependent peroxiredoxin [EC:1.11.1.28] - K04063
K20455,68,68,-2.420039766822333,2.5516087509180314e-37,2.8832257726979923e-37,2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117],2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117] - K20455
K00153,857,787,-2.4201425374983514,0,0,S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306],S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306] - K00153
K06334,71,71,-2.4203808855684317,6.73552881818681e-39,7.683719435416752e-39,spore coat protein JC,spore coat protein JC - K06334
K06446,1043,940,-2.4204893331053787,0,0,acyl-CoA dehydrogenase [EC:1.3.99.-],acyl-CoA dehydrogenase [EC:1.3.99.-] - K06446
PF05951,72,72,-2.4204946227838455,2.0055257196614335e-39,2.8442223728776007e-39,Bacterial protein of unknown function (DUF882),Bacterial protein of unknown function (DUF882) - PF05951
PF00724,628,591,-2.4206705322011324,1.6198735484695464e-307,1.35358498312761e-306,NADH:flavin oxidoreductase / NADH oxidase family,NADH:flavin oxidoreductase / NADH oxidase family - PF00724
K22821,809,747,-2.420686109229469,0,0,3-oxo-4-pregnene-20-carboxyl-CoA dehydrogenase alpha subunit [EC:1.3.99.-],3-oxo-4-pregnene-20-carboxyl-CoA dehydrogenase alpha subunit [EC:1.3.99.-] - K22821
K15734,138,137,-2.420689780526268,2.1580736449246966e-73,3.13810476590676e-73,all-trans-retinol dehydrogenase (NAD+) [EC:1.1.1.105],all-trans-retinol dehydrogenase (NAD+) [EC:1.1.1.105] - K15734
K17652,1338,1171,-2.4207140661391535,0,0,5'-hydroxyaverantin dehydrogenase [EC:1.1.1.352],5'-hydroxyaverantin dehydrogenase [EC:1.1.1.352] - K17652
K03561,74,74,-2.4207221435086477,1.7780345646462932e-40,2.0507593504718183e-40,biopolymer transport protein ExbB,biopolymer transport protein ExbB - K03561
PF17863,75,75,-2.4208359270811095,5.294115614115139e-41,7.643399982342739e-41,AAA lid domain,AAA lid domain - PF17863
K25887,76,76,-2.420949726125328,1.5763164445418424e-41,1.8260913148890923e-41,undecaprenyl-phosphate glucose phosphotransferase [EC:2.7.8.31],undecaprenyl-phosphate glucose phosphotransferase [EC:2.7.8.31] - K25887
K15956,275,269,-2.4211625932676384,5.2461142551539205e-142,1.0997296019175736e-141,daunorubicin C-13 ketoreductase,daunorubicin C-13 ketoreductase - K15956
PF01027,79,79,-2.421291216155897,4.160678479172596e-43,6.144473049661755e-43,Inhibitor of apoptosis-promoting Bax1,Inhibitor of apoptosis-promoting Bax1 - PF01027
K15387,80,80,-2.4214050771292936,1.2387726089371872e-43,1.4559430240688649e-43,FAD-dependent monooxygenase,FAD-dependent monooxygenase - K15387
K19082,1733,1461,-2.4217131961242346,0,0,"two-component system, OmpR family, response regulator protein BraR/BceR","two-component system, OmpR family, response regulator protein BraR/BceR - K19082"
K06149,377,365,-2.4221090409278063,1.0122328283146414e-191,2.522020897611803e-191,universal stress protein A,universal stress protein A - K06149
PF03960,261,256,-2.422366198067097,2.3678226109769527e-135,8.160907901037777e-135,ArsC family,ArsC family - PF03960
PF01566,241,237,-2.4227650311492868,1.6147962821736482e-125,5.202734762121199e-125,Natural resistance-associated macrophage protein-like,Natural resistance-associated macrophage protein-like - PF01566
K05894,540,514,-2.4227980940796936,1.9105047166042585e-268,6.425659919915464e-268,12-oxophytodienoic acid reductase [EC:1.3.1.42],12-oxophytodienoic acid reductase [EC:1.3.1.42] - K05894
K25879,772,717,-2.422839988299034,0,0,L-xylulose reductase [EC:1.1.1.10],L-xylulose reductase [EC:1.1.1.10] - K25879
K19962,1634,1392,-2.422906435822981,0,0,6-oxohexanoate dehydrogenase [EC:1.2.1.63],6-oxohexanoate dehydrogenase [EC:1.2.1.63] - K19962
K26061,1602,1369,-2.422952554234778,0,0,L-aminoadipate-semialdehyde dehydrogenase,L-aminoadipate-semialdehyde dehydrogenase - K26061
PF13476,686,643,-2.4229776721335115,0,0,AAA domain,AAA domain - PF13476
K12146,220,217,-2.4234516780785076,3.613467489178737e-115,6.805658212037276e-115,hydrogenase-4 transcriptional activator,hydrogenase-4 transcriptional activator - K12146
K11922,711,665,-2.423507435842431,0,0,"GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor","GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor - K11922"
TIGR00663.1,99,99,-2.423571384005541,1.2399485737336124e-53,2.865886648381545e-53,DNA polymerase III subunit beta,DNA polymerase III subunit beta - TIGR00663.1
K02204,158,157,-2.423899139948086,6.018562112094129e-84,9.448576507011724e-84,homoserine kinase type II [EC:2.7.1.39],homoserine kinase type II [EC:2.7.1.39] - K02204
PF02781,105,105,-2.4242566472292904,8.596949084013714e-57,1.4771237220535398e-56,"Glucose-6-phosphate dehydrogenase, C-terminal domain","Glucose-6-phosphate dehydrogenase, C-terminal domain - PF02781"
K18607,196,194,-2.4242617227631804,3.0234712917699386e-103,5.359838665197824e-103,pyridoxine 4-oxidase [EC:1.1.3.12],pyridoxine 4-oxidase [EC:1.1.3.12] - K18607
K06020,163,162,-2.424667639598689,1.3766159356115019e-86,2.1969702375852142e-86,energy-dependent translational throttle protein EttA,energy-dependent translational throttle protein EttA - K06020
K16234,510,488,-2.424948194067556,2.187772690572873e-255,7.005348871092678e-255,histidine transporter,histidine transporter - K16234
K13668,672,632,-2.425017037693542,0,0,phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346],phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346] - K13668
K17324,2394,1905,-2.4258768402862474,0,0,glycerol transport system ATP-binding protein,glycerol transport system ATP-binding protein - K17324
PF00205,593,563,-2.4261296964637435,4.849334839354238e-294,3.7550016106066317e-293,"Thiamine pyrophosphate enzyme, central domain","Thiamine pyrophosphate enzyme, central domain - PF00205"
K13075,463,446,-2.4266377043602887,5.553778943165248e-234,1.6399366124629457e-233,N-acyl homoserine lactone hydrolase [EC:3.1.1.81],N-acyl homoserine lactone hydrolase [EC:3.1.1.81] - K13075
PF02411,128,128,-2.426888696826138,6.55636340370825e-69,1.284184838685857e-68,MerT mercuric transport protein,MerT mercuric transport protein - PF02411
K15973,649,613,-2.4270242082860642,8.8625e-320,3.5225e-319,"MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor","MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor - K15973"
K00206,1644,1404,-2.4270687385313923,0,0,phosphonoacetaldehyde dehydrogenase [EC:1.2.1.-],phosphonoacetaldehyde dehydrogenase [EC:1.2.1.-] - K00206
K11947,1638,1400,-2.4273407206146373,0,0,aldehyde dehydrogenase [EC:1.2.1.-],aldehyde dehydrogenase [EC:1.2.1.-] - K11947
PF07536,308,302,-2.427398457684607,1.3714632177153226e-159,5.579525489934666e-159,HWE histidine kinase,HWE histidine kinase - PF07536
K03620,183,182,-2.4276404549102426,3.6942421871033575e-97,6.309947091750891e-97,Ni/Fe-hydrogenase 1 B-type cytochrome subunit,Ni/Fe-hydrogenase 1 B-type cytochrome subunit - K03620
K19966,996,908,-2.428011472878393,0,0,3-sulfinopropanoyl-CoA desulfinase [EC:3.13.1.4],3-sulfinopropanoyl-CoA desulfinase [EC:3.13.1.4] - K19966
K25998,602,572,-2.428020462916108,6.107280512474099e-299,2.2841867667266834e-298,hyoscyamine dehydrogenase,hyoscyamine dehydrogenase - K25998
K19699,1602,1375,-2.4282165500508226,0,0,sulfoacetaldehyde dehydrogenase [EC:1.2.1.73],sulfoacetaldehyde dehydrogenase [EC:1.2.1.73] - K19699
K15786,1650,1410,-2.428520401475212,0,0,aspartate-semialdehyde dehydrogenase [EC:1.2.1.-],aspartate-semialdehyde dehydrogenase [EC:1.2.1.-] - K15786
K12355,1604,1377,-2.4286977508900787,0,0,coniferyl-aldehyde dehydrogenase [EC:1.2.1.68],coniferyl-aldehyde dehydrogenase [EC:1.2.1.68] - K12355
K20488,1826,1535,-2.4290325967996367,0,0,"two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR","two-component system, OmpR family, lantibiotic biosynthesis response regulator NisR/SpaR - K20488"
TIGR00915.1,298,293,-2.4290981559791085,4.7437092555100905e-155,5.3066294204972884e-154,efflux RND transporter permease subunit,efflux RND transporter permease subunit - TIGR00915.1
K22294,828,769,-2.4292786971739084,0,0,"TetR/AcrR family transcriptional regulator, upper aerobic nicotinate degradation pathway regulator","TetR/AcrR family transcriptional regulator, upper aerobic nicotinate degradation pathway regulator - K22294"
K22445,1614,1385,-2.4293562384438347,0,0,"4,4'-diapolycopenoate synthase [EC:1.2.99.10]","4,4'-diapolycopenoate synthase [EC:1.2.99.10] - K22445"
K20928,1633,1399,-2.429588717639026,0,0,2-hydroxy-2-methylpropanal dehydrogenase [EC:1.2.1.98],2-hydroxy-2-methylpropanal dehydrogenase [EC:1.2.1.98] - K20928
K18140,726,682,-2.4299908669529278,0,0,"TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor","TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor - K18140"
K24241,457,442,-2.430207283128118,2.432573019721711e-232,7.145059051475852e-232,cytochrome P450 family 135 [EC:1.14.-.-],cytochrome P450 family 135 [EC:1.14.-.-] - K24241
K11735,470,454,-2.4303730682561553,1.4816076130841033e-238,4.448375855111025e-238,GABA permease,GABA permease - K11735
K22430,962,882,-2.430452255385256,0,0,caffeyl-CoA reductase-Etf complex subunit CarC [EC:1.3.1.108],caffeyl-CoA reductase-Etf complex subunit CarC [EC:1.3.1.108] - K22430
K19653,516,496,-2.43048937360757,3.1377361018623342e-260,1.0236991790310469e-259,geraniol dehydrogenase (NAD+) [EC:1.1.1.347],geraniol dehydrogenase (NAD+) [EC:1.1.1.347] - K19653
K25072,1623,1393,-2.4306480042875926,0,0,"4,4'-diapolycopenoate synthase [EC:1.2.99.10]","4,4'-diapolycopenoate synthase [EC:1.2.99.10] - K25072"
K10764,263,260,-2.4306946442760817,5.3078444419129215e-138,1.0952486594602353e-137,O-succinylhomoserine sulfhydrylase [EC:2.5.1.-],O-succinylhomoserine sulfhydrylase [EC:2.5.1.-] - K10764
K07681,393,383,-2.4308183420734726,6.805435249555111e-202,1.7778622707236304e-201,"two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS [EC:2.7.13.3]","two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS [EC:2.7.13.3] - K07681"
K15038,1656,1417,-2.4308234560878823,0,0,succinyl-CoA reductase [EC:1.2.1.76],succinyl-CoA reductase [EC:1.2.1.76] - K15038
K18601,1617,1389,-2.430945762729296,0,0,aldehyde dehydrogenase [EC:1.2.1.-],aldehyde dehydrogenase [EC:1.2.1.-] - K18601
K10217,1658,1419,-2.431304143468668,0,0,aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85],aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85] - K10217
K23557,292,288,-2.4316409636219842,1.2020048843551119e-152,2.6206532263171094e-152,3beta-hydroxysteroid-4beta-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.417],3beta-hydroxysteroid-4beta-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.417] - K23557
K20548,1599,1377,-2.431874191798768,0,0,"3,6-anhydro-alpha-L-galactose dehydrogenase [EC:1.2.1.92]","3,6-anhydro-alpha-L-galactose dehydrogenase [EC:1.2.1.92] - K20548"
K18344,1867,1567,-2.4318944356495966,0,0,"two-component system, OmpR family, response regulator VanR","two-component system, OmpR family, response regulator VanR - K18344"
K18370,1625,1396,-2.431992974421484,0,0,alcohol dehydrogenase [EC:1.1.1.-],alcohol dehydrogenase [EC:1.1.1.-] - K18370
PF07702,736,692,-2.432105016977557,0,0,UTRA domain,UTRA domain - PF07702
PF13340,770,722,-2.4330714322050375,0,0,Putative transposase of IS4/5 family (DUF4096),Putative transposase of IS4/5 family (DUF4096) - PF13340
K19700,1605,1383,-2.4333033775113613,0,0,3-succinoylsemialdehyde-pyridine dehydrogenase [EC:1.2.1.83],3-succinoylsemialdehyde-pyridine dehydrogenase [EC:1.2.1.83] - K19700
K00119,1074,976,-2.4334768185399227,0,0,alcohol dehydrogenase (nicotinoprotein) [EC:1.1.99.36],alcohol dehydrogenase (nicotinoprotein) [EC:1.1.99.36] - K00119
K00271,92,93,-2.433592704048272,9.708903164478044e-51,1.205608406836252e-50,valine dehydrogenase (NAD+) [EC:1.4.1.23],valine dehydrogenase (NAD+) [EC:1.4.1.23] - K00271
K21212,90,91,-2.433598367458435,1.096012250399435e-49,1.351262764648048e-49,"NDP-hexose 2,3-dehydratase","NDP-hexose 2,3-dehydratase - K21212"
K08279,90,91,-2.433598367458435,1.096012250399435e-49,1.351262764648048e-49,carnitine operon protein CaiE,carnitine operon protein CaiE - K08279
NF002550.0,90,91,-2.433598367458435,1.096012250399435e-49,2.2265236757509107e-49,choline dehydrogenase,choline dehydrogenase - NF002550.0
PF02812,98,99,-2.43363247600115,6.742435473424101e-54,1.125192356664094e-53,"Glu/Leu/Phe/Val dehydrogenase, dimerisation domain","Glu/Leu/Phe/Val dehydrogenase, dimerisation domain - PF02812"
PF05901,84,85,-2.433681353258672,1.5754170604275749e-46,2.4124547339309536e-46,Excalibur calcium-binding domain,Excalibur calcium-binding domain - PF05901
PF13899,102,103,-2.433700844477966,5.2827655439276755e-56,8.977223378598384e-56,Thioredoxin-like,Thioredoxin-like - PF13899
K18275,1661,1424,-2.4337291265004324,0,0,2-formylbenzoate dehydrogenase [EC:1.2.1.78],2-formylbenzoate dehydrogenase [EC:1.2.1.78] - K18275
K05373,105,106,-2.433771431955946,1.390503940836915e-57,1.820084614665779e-57,"MFS transporter, putative signal transducer","MFS transporter, putative signal transducer - K05373"
PF03729,79,80,-2.4338382710238453,6.735690795094585e-44,1.0030134433977386e-43,Short repeat of unknown function (DUF308),Short repeat of unknown function (DUF308) - PF03729
K07255,108,109,-2.4338570730651883,3.6583132464249467e-59,4.844218069300934e-59,taurine dehydrogenase small subunit [EC:1.4.2.-],taurine dehydrogenase small subunit [EC:1.4.2.-] - K07255
K10527,108,109,-2.4338570730651883,3.6583132464249467e-59,4.844218069300934e-59,enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211],enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211] - K10527
PF01988,108,109,-2.4338570730651883,3.6583132464249467e-59,6.4283371190961815e-59,VIT family,VIT family - PF01988
K24163,76,77,-2.4339776028032363,2.5519475434006253e-42,2.974896018936297e-42,monovalent cation/hydrogen antiporter,monovalent cation/hydrogen antiporter - K24163
K18128,1608,1386,-2.4340164519214853,0,0,D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89],D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89] - K18128
NF010398.0,113,114,-2.4340300771204233,8.504601020896138e-62,2.354904375093023e-61,carbon-nitrogen hydrolase family protein,carbon-nitrogen hydrolase family protein - NF010398.0
K09753,75,76,-2.4340324591711306,8.570832195528811e-42,9.945024938648815e-42,cinnamoyl-CoA reductase [EC:1.2.1.44],cinnamoyl-CoA reductase [EC:1.2.1.44] - K09753
K00148,796,745,-2.4340606053754135,0,0,glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46],glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46] - K00148
K11210,229,228,-2.4340612017568923,1.5801975820652412e-121,3.0366958906303637e-121,metallothiol transferase [EC:2.5.1.-],metallothiol transferase [EC:2.5.1.-] - K11210
K01998,114,115,-2.434068868139436,2.5284506265278867e-62,3.4213673973660248e-62,branched-chain amino acid transport system permease protein,branched-chain amino acid transport system permease protein - K01998
PF01512,72,73,-2.4342246606518074,3.246790225743988e-40,4.632858534645751e-40,Respiratory-chain NADH dehydrogenase 51 Kd subunit,Respiratory-chain NADH dehydrogenase 51 Kd subunit - PF01512
K19713,192,192,-2.4342564731214456,1.0302770170863106e-102,1.8231898592113935e-102,thiosulfate dehydrogenase [EC:1.8.2.2],thiosulfate dehydrogenase [EC:1.8.2.2] - K19713
K01761,261,259,-2.4343547417358113,9.868693322247835e-138,2.0346816038623778e-137,methionine-gamma-lyase [EC:4.4.1.11],methionine-gamma-lyase [EC:4.4.1.11] - K01761
K05874,547,526,-2.4344841321928974,3.0940920873731457e-276,1.0730757045404927e-275,"methyl-accepting chemotaxis protein I, serine sensor receptor","methyl-accepting chemotaxis protein I, serine sensor receptor - K05874"
