Accession	Name
K14326	regulator of nonsense transcripts 1 [EC:3.6.4.13 5.6.2.3]
K14327	regulator of nonsense transcripts 2
K14328	regulator of nonsense transcripts 3
K14329	agmatine coumaroyltransferase [EC:2.3.1.64 2.3.1.-]
K14330	fatty aldehyde-generating acyl-ACP reductase [EC:1.2.1.80]
K14331	fatty aldehyde decarbonylase [EC:4.1.99.5]
K14332	photosystem I subunit PsaO
K14333	2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]
K14334	carboxy-cis,cis-muconate cyclase [EC:5.5.1.5]
K14335	alpha-1,6-mannosyltransferase [EC:2.4.1.-]
K14336	23S rRNA (guanine748-N1)-methyltransferase [EC:2.1.1.188]
K14337	alpha-1,6-mannosyltransferase [EC:2.4.1.-]
K14338	cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]
K14339	alpha-1,6-mannosyltransferase [EC:2.4.1.-]
K14340	mannosyltransferase [EC:2.4.1.-]
K14341	solute carrier family 10 (sodium/bile acid cotransporter), member 1
K14342	solute carrier family 10 (sodium/bile acid cotransporter), member 2
K14343	solute carrier family 10 (sodium/bile acid cotransporter), member 3/5
K14344	solute carrier family 10 (sodium/bile acid cotransporter), member 4
K14345	solute carrier organic anion transporter family, member 2A
K14346	solute carrier family 10 (sodium/bile acid cotransporter), member 6
K14347	solute carrier family 10 (sodium/bile acid cotransporter), member 7
K14348	GntR family transcriptional regulator, L-lactate dehydrogenase operon regulator
K14349	neutral cholesterol ester hydrolase 1 [EC:3.1.1.-]
K14350	arylacetamide deacetylase-like 2 [EC:3.1.1.-]
K14351	arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
K14352	solute carrier organic anion transporter family, member 2B
K14353	solute carrier organic anion transporter family, member 3A
K14354	solute carrier organic anion transporter family, member 4A
K14355	solute carrier organic anion transporter family, member 4C
K14356	solute carrier organic anion transporter family, member 5A
K14357	solute carrier organic anion transporter family, member 6A
K14358	secernin
K14359	transmembrane protease serine 11C [EC:3.4.21.-]
K14360	organic solute transporter subunit alpha
K14361	organic solute transporter subunit beta
K14362	triggering receptor expressed on myeloid cells 1
K14363	trem-like transcript 1 protein
K14364	trem-like transcript 2 protein
K14365	four and a half LIM domains protein 1
K14366	6-deoxyerythronolide B hydroxylase [EC:1.14.15.35]
K14367	erythronolide mycarosyltransferase [EC:2.4.1.328]
K14368	3-alpha-mycarosylerythronolide B desosaminyl transferase [EC:2.4.1.278]
K14369	erythromycin 3''-O-methyltransferase [EC:2.1.1.254]
K14370	erythromycin 12 hydroxylase [EC:1.14.13.154]
K14371	avermectin polyketide synthase AveA1
K14372	cytochrome P450 hydroxylase [EC:1.14.-.-]
K14373	C-5 ketoreductase
K14374	avermectin B 5-O-methyltransferase [EC:2.1.1.-]
K14375	dTDP-L-oleandrosyltransferase [EC:2.4.1.-]
K14376	poly(A) polymerase [EC:2.7.7.19]
K14377	osteoclast-associated immunoglobulin-like receptor
K14378	triggering receptor expressed on myeloid cells 2
K14379	tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
K14380	four and a half LIM domains protein 2
K14381	sequestosome 1
K14382	solute carrier family 5 (sodium/glucose cotransporter), member 2
K14383	solute carrier family 5 (sodium/myo-inositol cotransporter), member 3
K14384	solute carrier family 5 (low affinity sodium-glucose cotransporter), member 4
K14385	solute carrier family 5 (sodium/iodide cotransporter), member 5
K14386	solute carrier family 5 (sodium-dependent multivitamin transporter), member 6
K14387	solute carrier family 5 (high affinity choline transporter), member 7
K14388	solute carrier family 5 (sodium-coupled monocarboxylate transporter), member 8/12
K14389	solute carrier family 5 (sodium/glucose cotransporter), member 9
K14390	solute carrier family 5 (sodium/glucose cotransporter), member 10
K14391	solute carrier family 5 (sodium/myo-inositol cotransporter), member 11
K14392	sodium/pantothenate symporter
K14393	cation/acetate symporter
K14394	low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48]
K14395	lysophosphatidic acid phosphatase type 6 [EC:3.1.3.2]
K14396	polyadenylate-binding protein 2
K14397	cleavage and polyadenylation specificity factor subunit 5
K14398	cleavage and polyadenylation specificity factor subunit 6/7
K14399	polyribonucleotide 5'-hydroxyl-kinase [EC:2.7.1.78]
K14400	pre-mRNA cleavage complex 2 protein Pcf11
K14401	cleavage and polyadenylation specificity factor subunit 1
K14402	cleavage and polyadenylation specificity factor subunit 2
K14403	cleavage and polyadenylation specificity factor subunit 3 [EC:3.1.27.-]
K14404	cleavage and polyadenylation specificity factor subunit 4
K14405	pre-mRNA 3'-end-processing factor FIP1
K14406	cleavage stimulation factor subunit 1
K14407	cleavage stimulation factor subunit 2
K14408	cleavage stimulation factor subunit 3
K14409	protein SMG7
K14410	lysosomal acid phosphatase [EC:3.1.3.2]
K14411	RNA-binding protein Musashi
K14412	alpha-1,4-fucosyltransferase [EC:2.4.1.65]
K14413	beta-1,3-galactosyltransferase [EC:2.4.1.-]
K14414	transcriptional regulatory protein RtcR
K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]
K14416	elongation factor 1 alpha-like protein
K14417	4-chlorobenzoate-CoA ligase [EC:6.2.1.33]
K14418	4-chlorobenzoyl-CoA dehalogenase [EC:3.8.1.7]
K14419	alpha-subunit of trans-3-chloroacrylic acid dehalogenase [EC:3.8.1.-]
K14420	beta-subunit of trans-3-chloroacrylic acid dehalogenase [EC:3.8.1.-]
K14421	cis-3-chloroacrylic acid dehalogenase [EC:3.8.1.-]
K14422	malonate semialdehyde decarboxylase [EC:4.1.1.-]
K14423	plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase [EC:1.14.18.10]
K14424	plant 4alpha-monomethylsterol monooxygenase [EC:1.14.18.11]
K14425	solute carrier family 12 (sodium/potassium/chloride transporter), member 1
K14426	solute carrier family 12 (sodium/chloride transporter), member 3
K14427	solute carrier family 12 (potassium/chloride transporter), member 4/6
K14428	solute carrier family 12 (potassium/chloride transporters), member 8
K14429	solute carrier family 12 (potassium/chloride transporters), member 9
K14430	phosphate transporter
K14431	transcription factor TGA
K14432	ABA responsive element binding factor
K14433	ATP-dependent RNA helicase DQX1 [EC:3.6.4.13]
K14434	alpha 1,6-fucoside beta 1,4-galactosyltransferase [EC:2.4.1.-]
K14435	chromodomain-helicase-DNA-binding protein 5 [EC:5.6.2.-]
K14436	chromodomain-helicase-DNA-binding protein 6 [EC:5.6.2.-]
K14437	chromodomain-helicase-DNA-binding protein 7 [EC:5.6.2.-]
K14438	chromodomain-helicase-DNA-binding protein 9 [EC:5.6.2.-]
K14439	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 [EC:5.6.2.-]
K14440	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:5.6.2.-]
K14441	ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]
K14442	ATP-dependent RNA helicase DHX36 [EC:3.6.4.13]
K14443	protein Tob/BTG
K14444	solute carrier family 13 (sodium/sulfate cotransporter), member 1/4
K14445	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5
K14446	crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]
K14447	ethylmalonyl-CoA mutase [EC:5.4.99.63]
K14448	(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]
K14449	2-methylfumaryl-CoA hydratase [EC:4.2.1.148]
K14451	(3S)-malyl-CoA thioesterase [EC:3.1.2.30]
K14452	gastric triacylglycerol lipase [EC:3.1.1.3]
K14453	solute carrier family 26, other
K14454	aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]
K14455	aspartate aminotransferase, mitochondrial [EC:2.6.1.1]
K14456	2-acylglycerol O-acyltransferase 3 [EC:2.3.1.20 2.3.1.22]
K14457	2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22]
K14458	2-acylglycerol O-acyltransferase 1 [EC:2.3.1.22]
K14459	hexosaminidase [EC:3.2.1.52]
K14460	colipase
K14461	Niemann-Pick C1-like protein 1
K14462	apolipoprotein B
K14463	microsomal triglyceride transfer protein large subunit
K14464	alpha-1,3-fucosyltransferase [EC:2.4.1.-]
K14465	succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]
K14466	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
K14467	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
K14468	malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]
K14469	acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]
K14470	2-methylfumaryl-CoA isomerase [EC:5.4.1.3]
K14471	succinyl-CoA:(S)-malate CoA-transferase subunit A [EC:2.8.3.22]
K14472	succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22]
K14473	variant surface glycoprotein
K14474	T-lymphocyte triggering factor
K14475	inhibitor of cysteine peptidase
K14477	haptoglobin-related protein
K14478	haptoglobin-hemoglobin receptor
K14479	procyclin
K14480	apolipoprotein L
K14481	styrene monooxygenase [EC:1.14.14.11]
K14482	styrene monooxygenase reductase component [EC:1.5.1.-]
K14483	small nucleolar RNA SNORD3
K14484	auxin-responsive protein IAA
K14485	transport inhibitor response 1
K14486	auxin response factor
K14487	auxin responsive GH3 gene family
K14488	SAUR family protein
K14489	arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3]
K14490	histidine-containing phosphotransfer peotein
K14491	two-component response regulator ARR-B family
K14492	two-component response regulator ARR-A family
K14493	gibberellin receptor GID1 [EC:3.-.-.-]
K14494	DELLA protein
K14495	F-box protein GID2
K14496	abscisic acid receptor PYR/PYL family
K14497	protein phosphatase 2C [EC:3.1.3.16]
K14498	serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
K14499	BRI1 kinase inhibitor 1
K14500	BR-signaling kinase [EC:2.7.11.1]
K14501	serine/threonine-protein phosphatase BSU1 [EC:3.1.3.16]
K14502	protein brassinosteroid insensitive 2 [EC:2.7.11.1]
K14503	brassinosteroid resistant 1/2
K14504	xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]
K14505	cyclin D3, plant
K14506	jasmonic acid-amino synthetase [EC:6.3.2.52]
K14507	AP2-domain DNA-binding protein ORCA2/3
K14508	regulatory protein NPR1
K14509	ethylene receptor [EC:2.7.13.-]
K14510	serine/threonine-protein kinase CTR1 [EC:2.7.11.1]
K14512	mitogen-activated protein kinase 6 [EC:2.7.11.24]
K14513	ethylene-insensitive protein 2
K14514	ethylene-insensitive protein 3
K14515	EIN3-binding F-box protein
K14516	ethylene-responsive transcription factor 1
K14517	ethylene-responsive transcription factor 2
K14518	PII interaction protein X
K14519	NADP-dependent aldehyde dehydrogenase [EC:1.2.1.4]
K14520	4-hydroxyacetophenone monooxygenase [EC:1.14.13.84]
K14521	N-acetyltransferase 10 [EC:2.3.1.-]
K14522	ribonuclease P/MRP protein subunit POP3 [EC:3.1.26.5]
K14523	ribonucleases P/MRP protein subunit RPP38 [EC:3.1.26.5]
K14524	ribonuclease P/MRP protein subunit POP6 [EC:3.1.26.5]
K14525	ribonucleases P/MRP protein subunit RPP25 [EC:3.1.26.5]
K14526	ribonuclease P/MRP protein subunit POP7 [EC:3.1.26.5]
K14527	ribonuclease P/MRP protein subunit RPP20 [EC:3.1.26.5]
K14528	ribonuclease P/MRP protein subunit POP8 [EC:3.1.26.5]
K14529	ribonuclease P protein subunit RPP14 [EC:3.1.26.5]
K14530	ribonucleases P/MRP protein subunit RPP40 [EC:3.1.26.5]
K14531	ribonuclease MRP protein subunit SNM1
K14532	ribonuclease MRP protein subunit RMP1
K14533	ribonuclease P protein component, mitochondrial [EC:3.1.26.5]
K14534	4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]
K14535	transcription initiation factor TFIID subunit 9
K14536	ribosome assembly protein 1 [EC:3.6.5.-]
K14537	nuclear GTP-binding protein
K14538	nuclear GTP-binding protein
K14539	large subunit GTPase 1 [EC:3.6.1.-]
K14540	ribosome biogenesis GTPase A
K14541	urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54]
K14543	mRNA transport regulator MTR2
K14544	U3 small nucleolar RNA-associated protein 22
K14545	ribosomal RNA-processing protein 7
K14546	U3 small nucleolar RNA-associated protein 5
K14547	U3 small nucleolar RNA-associated protein 8
K14548	U3 small nucleolar RNA-associated protein 4
K14549	U3 small nucleolar RNA-associated protein 15
K14550	U3 small nucleolar RNA-associated protein 10
K14551	U3 small nucleolar RNA-associated protein 9
K14552	NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)
K14553	U3 small nucleolar RNA-associated protein 18
K14554	U3 small nucleolar RNA-associated protein 21
K14555	U3 small nucleolar RNA-associated protein 13
K14556	U3 small nucleolar RNA-associated protein 12
K14557	U3 small nucleolar RNA-associated protein 6
K14558	periodic tryptophan protein 2
K14559	U3 small nucleolar RNA-associated protein MPP10
K14560	U3 small nucleolar ribonucleoprotein protein IMP3
K14561	U3 small nucleolar ribonucleoprotein protein IMP4
K14562	Treacher Collins syndrome protein
K14563	rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]
K14564	nucleolar protein 56
K14565	nucleolar protein 58
K14566	U3 small nucleolar RNA-associated protein 24
K14567	U3 small nucleolar RNA-associated protein 14
K14568	rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]
K14569	ribosome biogenesis protein BMS1
K14570	RNA exonuclease [EC:3.1.-.-]
K14571	ribosome biogenesis ATPase
K14572	midasin
K14573	nucleolar protein 4
K14574	ribosome maturation protein SDO1
K14575	AAA family ATPase
K14576	small nucleolar RNA MRP
K14577	aliphatic (R)-hydroxynitrile lyase [EC:4.1.2.46]
K14578	naphthalene 1,2-dioxygenase ferredoxin component
K14579	naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12 1.14.12.23 1.14.12.24]
K14580	naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]
K14581	naphthalene 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.7]
K14582	cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase [EC:1.3.1.29 1.3.1.60]
K14583	1,2-dihydroxynaphthalene dioxygenase [EC:1.13.11.56]
K14584	2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4]
K14585	trans-o-hydroxybenzylidenepyruvate hydratase-aldolase [EC:4.1.2.45]
K14586	2-naphthoate monooxygenase
K14587	protein sgcE [EC:5.1.3.-]
K14588	cuproxidase [EC:1.16.3.4]
K14589	cap1 methyltransferase [EC:2.1.1.57]
K14590	cap2 methyltransferase [EC:2.1.1.296]
K14591	protein AroM
K14592	glutamate carboxypeptidase II (folate hydrolase 1) [EC:3.4.17.21]
K14593	capsanthin/capsorubin synthase [EC:5.3.99.8]
K14594	neoxanthin synthase [EC:5.3.99.9]
K14595	abscisate beta-glucosyltransferase [EC:2.4.1.263]
K14596	zeaxanthin glucosyltransferase [EC:2.4.1.276]
K14597	chlorobactene glucosyltransferase
K14598	chlorobactene lauroyltransferase
K14599	dibenzofuran dioxygenase subunit alpha [EC:1.14.12.-]
K14600	dibenzofuran dioxygenase subunit beta [EC:1.14.12.-]
K14601	1,1a-dihydroxy-1-hydro-9-fluorenone dehydrogenase
K14602	2'-carboxy-2,3-dihydroxybiphenyl 1,2-dioxygenase large subunit
K14603	2'-carboxy-2,3-dihydroxybiphenyl 1,2-dioxygenase small subunit and ferredoxin fusion protein
K14604	2-hydroxy-6-oxo-6-(2'-carboxyphenyl)-hexa-2,4-dienoate hydrolase [EC:3.7.1.-]
K14605	lycopene cyclase CruA [EC:5.5.1.19]
K14606	lycopene cyclase CruP [EC:5.5.1.19]
K14607	extracellular sulfatase Sulf [EC:3.1.6.-]
K14608	2'-5'-oligoadenylate synthase-like protein
K14609	solute carrier family 19 (folate transporter), member 1
K14610	solute carrier family 19 (thiamine transporter), member 2/3
K14611	solute carrier family 23 (nucleobase transporter), member 1
K14612	solute carrier family 23 (nucleobase transporter), member 3
K14613	MFS transporter, PCFT/HCP family, solute carrier family 46 (folate transporter), member 1
K14614	MFS transporter, PCFT/HCP family, solute carrier family 46 (thymic stromal cotransporter), member 2
K14615	gastric intrinsic factor
K14616	cubilin
K14617	LMBR1 domain-containing protein 1
K14618	cyanocobalamin reductase (cyanide-eliminating) / alkylcobalamin dealkylase [EC:1.16.1.6 2.5.1.151]
K14619	transcobalamin-2
K14620	riboflavin transporter 2
K14621	phospholipase B1, membrane-associated [EC:3.1.1.4 3.1.1.5]
K14622	retinol binding protein 2
K14623	DNA-damage-inducible protein D
K14624	C-C motif chemokine 2
K14625	C-C motif chemokine 20
K14626	actinorhodin biosynthesis protein ActVIA
K14627	dehydratase [EC:4.2.1.-]
K14628	enoyl reductase
K14629	enoyl reductase
K14630	two-component flavin-dependent monooxygenase [EC:1.14.14.-]
K14631	flavin reductase ActVB [EC:1.5.1.-]
K14632	C-6 monooxygenase
K14633	ketoreductase RED2 [EC:1.1.1.-]
K14634	fructose-2,6-bisphosphatase [EC:3.1.3.46]
K14635	ATP-dependent DNA helicase MPH1 [EC:5.6.2.4]
K14636	MFS transporter, DHA1 family, solute carrier family 18 (vesicular acetylcholine transporter), member 3
K14637	solute carrier family 15 (oligopeptide transporter), member 2
K14638	solute carrier family 15 (peptide/histidine transporter), member 3/4
K14639	solute carrier family 15, member 5
K14640	solute carrier family 20 (sodium-dependent phosphate transporter)
K14641	apyrase [EC:3.6.1.5]
K14642	golgi apyrase [EC:3.6.1.5]
K14643	ectonucleoside triphosphate diphosphohydrolase 7 [EC:3.6.1.-]
K14644	subtilase-type proteinase RRT12 [EC:3.4.21.-]
K14645	serine protease [EC:3.4.21.-]
K14647	minor extracellular serine protease Vpr [EC:3.4.21.-]
K14648	poly(U)-specific endoribonuclease [EC:3.1.-.-]
K14649	transcription initiation factor TFIID subunit 8
K14650	transcription initiation factor TFIID subunit 3
K14651	transcription initiation factor TFIID subunit 15
K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
K14653	2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase [EC:3.5.1.102]
K14654	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]
K14655	tRNA pseudouridine32 synthase / 2,5-diamino-6-(5-phospho-D-ribitylamino)-pyrimidin-4(3H)-one deaminase [EC:5.4.99.28]
K14656	FAD synthetase [EC:2.7.7.2]
K14657	LysR family transcriptional regulator, nod-box dependent transcriptional activator
K14658	nodulation protein A [EC:2.3.1.-]
K14659	chitooligosaccharide deacetylase [EC:3.5.1.-]
K14660	nodulation protein E [EC:2.3.1.-]
